"","Year","Area","Street","Street.2"
"133",2011,"Birmingham","Moseley Village",""
"134",2011,"Birmingham","Moseley Village","Moseley Village"
"135",2011,"Birmingham","Moseley Village  Alcester Rd.","Moseley Village Alcester Rd."
"136",2011,"Birmingham","Mosley All Services Club  Church Rd.  Moseley ","Mosley All Services Club Church Rd. Moseley"
"137",2011,"Birmingham","Nearlands Close Quinton",""
"138",2011,"Birmingham","new street",""
"139",2011,"Birmingham","Northfield High St.",""
"140",2011,"Birmingham","O/S BEHANS  HIGHFIELD ROAD  BILLESLEY","O/S BEHANS HIGHFIELD ROAD BILLESLEY"
"141",2011,"Birmingham","O/S The junction  Mosley Village","O/S The junction Mosley Village"
"142",2011,"Birmingham","O/S Washwood Heath Rd.",""
"143",2011,"Birmingham","Oakhill Rd.  Acocks Green","Oakhill Rd. Acocks Green"
"144",2011,"Birmingham","Opp white hart lane cooks lane",""
"145",2011,"Birmingham","Opposite  ALDI  Stratford Rd.","Opposite ALDI Stratford Rd."
"146",2011,"Birmingham","Outside Java lounge Alcester Rd.",""
"147",2011,"Birmingham","Outside O2 Academy Night Club B ham City Centre","Outside O2 Academy Night Club Bham City Centre"
"148",2011,"Birmingham","outside raven public house",""
"149",2011,"Birmingham","Packington Ave.  Shard End","Packington Ave. Shard End"
"150",2011,"Birmingham","park off hob moor Rd.",""
"151",2011,"Birmingham","Parkhall Croft",""
"152",2011,"Birmingham","Pear Tree PH",""
"153",2011,"Birmingham","Police station",""
"154",2011,"Birmingham","Police Station Stechford",""
"155",2011,"Birmingham","poplar Rd.",""
"156",2011,"Birmingham","Poplar Rd.",""
"157",2011,"Birmingham","poplar Rd.   solihull",""
"158",2011,"Birmingham","poplar Rd.  solihull",""
"159",2011,"Birmingham","Preston Rd.",""
"160",2011,"Birmingham","Priory Rd.  Hall Green","Priory Rd. Hall Green"
"161",2011,"Birmingham","prospect Rd.",""
"162",2011,"Birmingham","queenswood Rd.",""
"163",2011,"Birmingham","rear of boots  high street","rear of boots high street"
"164",2011,"Birmingham","REDDINGS LANE  TSYLEY","REDDINGS LANE TSYLEY"
"165",2011,"Birmingham","Richmond Primary Care Centre  Richmond Rd.  Stechford","Richmond Primary Care Centre Richmond Rd. Stechford"
"166",2011,"Birmingham","ring Rd.  stourbridge","ring Rd. stourbridge"
"167",2011,"Birmingham","sainsburys  wawrick Rd.","sainsburys wawrick Rd."
"168",2011,"Birmingham","sainsburys  alcester Rd. south","sainsburys alcester Rd. south"
"169",2011,"Birmingham","Sandford Rd. Moseley",""
"170",2011,"Birmingham","Sarehole Mill",""
"171",2011,"Birmingham","Sedgemere Rd.",""
"172",2011,"Birmingham","Shirley Rd.",""
"173",2011,"Birmingham","SHirley Rd.",""
"174",2011,"Birmingham","Snow Hill",""
"175",2011,"Birmingham","Solihull Lane",""
"176",2011,"Birmingham","St Mary s Rd.  Moseley","St Marys Rd. Moseley"
"177",2011,"Birmingham","St Marys Row",""
"178",2011,"Birmingham","station Rd.",""
"179",2011,"Birmingham","Station Way  Birmingham International rail Station","Station Way Birmingham International rail Station"
"180",2011,"Birmingham","Stechford front office",""
"181",2011,"Birmingham","Stechford P S ","Stechford PS"
"182",2011,"Birmingham","Stechford Retail Park ","Stechford Retail Park"
"183",2011,"Birmingham","Stonehenge croft Druids heath",""
"184",2011,"Birmingham","Stoney Lane",""
"185",2011,"Birmingham","Stoney Lane","Stoney Lane"
"186",2011,"Birmingham","stoney lane",""
"187",2011,"Birmingham","STRATFORD HEATH  SPARK HILL  BIRMINGHAM","STRATFORD HEATH SPARK HILL BIRMINGHAM"
"188",2011,"Birmingham","stratford Rd.",""
"189",2011,"Birmingham","Stratford Rd.",""
"190",2011,"Birmingham","Stratford Rd.","Stratford Rd."
"191",2011,"Birmingham","stratford Rd.  hall green","stratford Rd. hall green"
"192",2011,"Birmingham","stratford Rd.s",""
"193",2011,"Birmingham","Stuart Rd.  Stechford","Stuart Rd. Stechford"
"194",2011,"Birmingham","talbort street",""
"195",2011,"Birmingham","Taunton Rd.",""
"196",2011,"Birmingham","Tavistock Rd.",""
"197",2011,"Birmingham","The avenue",""
"198",2011,"Birmingham","The paer tree pub",""
"199",2011,"Birmingham","Trafalger Rd.",""
"200",2011,"Birmingham","Wake green Rd.",""
"201",2011,"Birmingham","Ward End Rd.",""
"202",2011,"Birmingham","Warwick Rd.",""
"203",2011,"Birmingham","Warwick Rd.","Warwick Rd."
"204",2011,"Birmingham","Warwick Rd.","Warwick Rd."
"205",2011,"Birmingham","Warwick Rd.","Warwick Rd."
"206",2011,"Birmingham","Warwick Rd.","Warwick Rd."
"207",2011,"Birmingham","Warwick Rd. Tysley",""
"208",2011,"Birmingham","Wash lane",""
"209",2011,"Birmingham","Washford Heath Rd.",""
"210",2011,"Birmingham","Washwood Heath pub",""
"211",2011,"Birmingham","WASHWOOD HEATH RD  WASHWOOD HEATH  BHAM","WASHWOOD HEATH RD WASHWOOD HEATH BHAM"
"212",2011,"Birmingham","Washwood Heath Rd.",""
"213",2011,"Birmingham","Washwood Heath Rd.","Washwood Heath Rd."
"214",2011,"Birmingham","Washwood Heath Rd.","Washwood Heath Rd."
"215",2011,"Birmingham","Washwood Heath Rd.","Washwood Heath Rd."
"216",2011,"Birmingham","Watery Lane Middleway  Birmingham","Watery Lane Middleway Birmingham"
"217",2011,"Birmingham","wawrick Rd.",""
"218",2011,"Birmingham","Welshfarm Rd.  Quinton","Welshfarm Rd. Quinton"
"219",2011,"Birmingham","Westley Rd.",""
"220",2011,"Birmingham","Westley Rd.  Acocks Green","Westley Rd. Acocks Green"
"221",2011,"Birmingham","White Hart Public House",""
"222",2011,"Birmingham","White Hart Public House","White Hart Public House"
"223",2011,"Birmingham","Whiteheart pub  Gressell Lane","Whiteheart pub Gressell Lane"
"224",2011,"Birmingham","William Hill Bookmakers  Washwood Heath Rd.","William Hill Bookmakers Washwood Heath Rd."
"225",2011,"Birmingham","William Hill Bookmakers  Washwood Heath Rd.","William Hill Bookmakers Washwood Heath Rd."
"226",2011,"Birmingham","William Hill Washwood Heath Rd.",""
"227",2011,"Birmingham","Windward Rd.",""
"228",2011,"Birmingham","Windward Rd.","Windward Rd."
"229",2011,"Birmingham","Wood End Rd.  Erdington","Wood End Rd. Erdington"
"230",2011,"Birmingham","Woodbridge Rd.  moseley","Woodbridge Rd. moseley"
"231",2011,"Birmingham","Wright St.",""
"232",2011,"Birmingham","yardley green Rd.",""
"233",2011,"Birmingham","yardley Rd. acocks green",""
"234",2011,"Birmingham","Yardley Wood Rd.",""
"235",2011,"Birmingham","Yardley Wood Rd.","Yardley Wood Rd."
"236",2011,"Birmingham","Yew Tree car park",""
"237",2011,"Birmingham","Yew Tree Lane",""
"238",2011,"Birmingham","Yew Tree public house car park ","Yew Tree public house car park"
"239",2011,"Birmingham","Armada Pub  Slade Rd.  Erdington  Birmingham","Armada Pub Slade Rd. Erdington Birmingham"
"240",2011,"Birmingham","Armarda Pub   Gravelly Hill",""
"241",2011,"Birmingham","Armarda Pub  Gravelly Hill","Armarda Pub Gravelly Hill"
"242",2011,"Birmingham","BADGERS BANK ROAD",""
"243",2011,"Birmingham","Baldmoor Lake Rd.  Erdington  Birmingham ","Baldmoor Lake Rd. Erdington Birmingham"
"244",2011,"Birmingham","bandywood Rd  kingstanding","bandywood Rd kingstanding"
"245",2011,"Birmingham","Beckenham Rd.",""
"246",2011,"Birmingham","Beeches Walk",""
"247",2011,"Birmingham","BIRMINGHAM RD",""
"248",2011,"Birmingham","BIRMINGHAM RD","BIRMINGHAM RD"
"249",2011,"Birmingham","Birmingham Rd  SC","Birmingham Rd SC"
"250",2011,"Birmingham","Birmingham Rd.",""
"251",2011,"Birmingham","Birmingham Rd.","Birmingham Rd."
"252",2011,"Birmingham","birmingham Rd. sutton",""
"253",2011,"Birmingham","Birmingham Rd.  Erdington","Birmingham Rd. Erdington"
"254",2011,"Birmingham","Birmingham Rd.  Sutton Coldfield","Birmingham Rd. Sutton Coldfield"
"255",2011,"Birmingham","Birmingham Rd.  Sutton Coldfield","Birmingham Rd. Sutton Coldfield"
"256",2011,"Birmingham","BOWLING GREEN CLOSE",""
"257",2011,"Birmingham","Bracebridge Rd.  Erdington","Bracebridge Rd. Erdington"
"258",2011,"Birmingham","brassington avenue",""
"259",2011,"Birmingham","Bromford Lane",""
"260",2011,"Birmingham","Bromford Lane  Erdington  B ham","Bromford Lane Erdington Bham"
"261",2011,"Birmingham","Brookvale park Rd.",""
"262",2011,"Birmingham","Carhampton Rd.  Falcon Lodge  Sutton Colfield","Carhampton Rd. Falcon Lodge Sutton Colfield"
"263",2011,"Birmingham","Carshalton Rd.",""
"264",2011,"Birmingham","carshorlton Rd.",""
"265",2011,"Birmingham","chester rd",""
"266",2011,"Birmingham","CHESTER ROAD",""
"267",2011,"Birmingham","Chester Rd.  Halls garden Centre","Chester Rd. Halls garden Centre"
"268",2011,"Birmingham","CHURCH RD AT CHESTER RD",""
"269",2011,"Birmingham","College Rd.  Kingstanding  B ham","College Rd. Kingstanding Bham"
"270",2011,"Birmingham","College Rd.  Kingstanding  B ham","College Rd. Kingstanding Bham"
"271",2011,"Birmingham","Copshill Court  Mount View  Sutton Coldfield","Copshill Court Mount View Sutton Coldfield"
"272",2011,"Birmingham","Dovedale Rd.  Erdington  B ham","Dovedale Rd. Erdington Bham"
"273",2011,"Birmingham","Downside Rd.  Erdington  B ham","Downside Rd. Erdington Bham"
"274",2011,"Birmingham","Eachelhurt Rd.  Erdington","Eachelhurt Rd. Erdington"
"275",2011,"Birmingham","ERDINGTON HALL ROAD",""
"276",2011,"Birmingham","ERDINGTON HALL ROAD","ERDINGTON HALL ROAD"
"277",2011,"Birmingham","Erdington High St.",""
"278",2011,"Birmingham","Fentham Rd.  Erdington  B ham","Fentham Rd. Erdington Bham"
"279",2011,"Birmingham","FINCHLEY ROAD",""
"280",2011,"Birmingham","Finchley Rd.  Kingstanding  B ham","Finchley Rd. Kingstanding Bham"
"281",2011,"Birmingham","GEORGE FREDERICK ROAD",""
"282",2011,"Birmingham","Golden Pond take away        Boldmere Rd.","Golden Pond take away  Boldmere Rd."
"283",2011,"Birmingham","good hope hospital",""
"284",2011,"Birmingham","Gracechurch Centre",""
"285",2011,"Birmingham","Gracechurch centre  outside Supercigs","Gracechurch centre outside Supercigs"
"286",2011,"Birmingham","GraceChurch Shopping Centre  Sutton Coldfield","GraceChurch Shopping Centre Sutton Coldfield"
"287",2011,"Birmingham","grassed area   pype hayes park    ","grassed area  pype hayes park"
"288",2011,"Birmingham","Gravelley lane",""
"289",2011,"Birmingham","Gravelley lane","Gravelley lane"
"290",2011,"Birmingham","Gravelley lane","Gravelley lane"
"291",2011,"Birmingham","Gravelly Lane  Erdington  Birmingham","Gravelly Lane Erdington Birmingham"
"292",2011,"Birmingham","hairy lemon pub  sutton coldfield","hairy lemon pub sutton coldfield"
"293",2011,"Birmingham","hairy lemon pub  sutton coldfield","hairy lemon pub sutton coldfield"
"294",2011,"Birmingham","Hermatige Rd.",""
"295",2011,"Birmingham","Hermatige Rd.","Hermatige Rd."
"296",2011,"Birmingham","HERMITAGE DRIVE",""
"297",2011,"Birmingham","High St.",""
"298",2011,"Birmingham","high street erdington",""
"299",2011,"Birmingham","high street  erdington","high street erdington"
"300",2011,"Birmingham","High St.  Erdington","High St. Erdington"
"301",2011,"Birmingham","High St.  S/C","High St. S/C"
"302",2011,"Birmingham","High St.  S/C","High St. S/C"
"303",2011,"Birmingham","Hight St ErdINGTON",""
"304",2011,"Birmingham","HUNTON HILL",""
"305",2011,"Birmingham","KFC retail outlet   Erdington High street","KFC retail outlet  Erdington High street"
"306",2011,"Birmingham","Kingsbury Rd.  Erdington  B ham","Kingsbury Rd. Erdington Bham"
"307",2011,"Birmingham","Kingstanding Circle",""
"308",2011,"Birmingham","Ladywell Walk  Birmingham","Ladywell Walk Birmingham"
"309",2011,"Birmingham","Landsdown Rd.",""
"310",2011,"Birmingham","LICHFIELD ROAD  MERE GREEN","LICHFIELD ROAD MERE GREEN"
"311",2011,"Birmingham","LICHFIELD ROAD  SUTTON COLDFIELD","LICHFIELD ROAD SUTTON COLDFIELD"
"312",2011,"Birmingham","Lindridge Rd.  Sutton Coldfield","Lindridge Rd. Sutton Coldfield"
"313",2011,"Birmingham","little aston lane",""
"314",2011,"Birmingham","LONGFORD ROAD",""
"315",2011,"Birmingham","Longford Rd.  Kingstanding  B ham","Longford Rd. Kingstanding Bham"
"316",2011,"Birmingham","lower parade",""
"317",2011,"Birmingham","LOWER PARADE",""
"318",2011,"Birmingham","lower parade","lower parade"
"319",2011,"Birmingham","lower parade","lower parade"
"320",2011,"Birmingham","lower parade","lower parade"
"321",2011,"Birmingham","lower parade","lower parade"
"322",2011,"Birmingham","LOWER PARADE","LOWER PARADE"
"323",2011,"Birmingham","Lower Parade",""
"324",2011,"Birmingham","Lower Parade","Lower Parade"
"325",2011,"Birmingham","LOWER PARADE","LOWER PARADE"
"326",2011,"Birmingham","Lower Parade","Lower Parade"
"327",2011,"Birmingham","LOWER PARADE","LOWER PARADE"
"328",2011,"Birmingham","Lower Parade","Lower Parade"
"329",2011,"Birmingham","LOWER PARADE","LOWER PARADE"
"330",2011,"Birmingham","LOWER PARADE","LOWER PARADE"
"331",2011,"Birmingham","Lower Parade","Lower Parade"
"332",2011,"Birmingham","Lower Parade","Lower Parade"
"333",2011,"Birmingham","Lower Parade","Lower Parade"
"334",2011,"Birmingham","LOWER PARADE","LOWER PARADE"
"335",2011,"Birmingham","lower parade SC",""
"336",2011,"Birmingham","LOWER PARADE SUTTON",""
"337",2011,"Birmingham","Lower Parade Sutton Coldfield",""
"338",2011,"Birmingham","lower parade ","lower parade"
"339",2011,"Birmingham","Lower parade  Suton Coldfield","Lower parade Suton Coldfield"
"340",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"341",2011,"Birmingham","lower parade  sutton coldfield","lower parade sutton coldfield"
"342",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"343",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"344",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"345",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"346",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"347",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"348",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"349",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"350",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"351",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"352",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"353",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"354",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"355",2011,"Birmingham","Lower Parade  Sutton Coldfield town centre","Lower Parade Sutton Coldfield town centre"
"356",2011,"Birmingham","Lower Parade  Sutton Coldfield town Centre","Lower Parade Sutton Coldfield town Centre"
"357",2011,"Birmingham","Lower Parade  Sutton Coldfield ","Lower Parade Sutton Coldfield"
"358",2011,"Birmingham","lydham close",""
"359",2011,"Birmingham","Mill St.",""
"360",2011,"Birmingham","Mill St.  Sutton Coldfield","Mill St. Sutton Coldfield"
"361",2011,"Birmingham","moor hall hotel",""
"362",2011,"Birmingham","Mulberry Court Carpark  Kings Rd.  Kingstanding  Birmingham","Mulberry Court Carpark Kings Rd. Kingstanding Birmingham"
"363",2011,"Birmingham","newhall walk car park",""
"364",2011,"Birmingham","newhall walk car park","newhall walk car park"
"365",2011,"Birmingham","O/S H/A",""
"366",2011,"Birmingham","O/s Litten Tree",""
"367",2011,"Birmingham","O/S Litten Tree  S/C Town Centre","O/S Litten Tree S/C Town Centre"
"368",2011,"Birmingham","O/S MooMoo Bar  S/c Town Centre","O/S MooMoo Bar S/c Town Centre"
"369",2011,"Birmingham","o/s moomoo bar  South parade","o/s moomoo bar South parade"
"370",2011,"Birmingham","o/s retro",""
"371",2011,"Birmingham","O/S Retro   South parade","O/S Retro  South parade"
"372",2011,"Birmingham","O/S Retros",""
"373",2011,"Birmingham","O/S Royal Hotel  Lichfield Rd.","O/S Royal Hotel Lichfield Rd."
"374",2011,"Birmingham","o/s temple bar",""
"375",2011,"Birmingham","O/S Temple Bar",""
"376",2011,"Birmingham","O/S Temple Bar  High St.","O/S Temple Bar High St."
"377",2011,"Birmingham","O/s Temple Bar  Lower Parade Sutton Coldfield ","O/s Temple Bar Lower Parade Sutton Coldfield"
"378",2011,"Birmingham","O/S Temple Bar  S/C Town Centre","O/S Temple Bar S/C Town Centre"
"379",2011,"Birmingham","o/s temple bar  sutton coldfield  west milands","o/s temple bar sutton coldfield west milands"
"380",2011,"Birmingham","o/s the hairy lemon",""
"381",2011,"Birmingham","On pavement outside The Royal Hotel",""
"382",2011,"Birmingham","Ourtside Royal Pub  Lichfield Rd.  Sutton Coldfield","Ourtside Royal Pub Lichfield Rd. Sutton Coldfield"
"383",2011,"Birmingham","outside Glendale Tower  Lyndhurst Estate","outside Glendale Tower Lyndhurst Estate"
"384",2011,"Birmingham","Outside Litten Tree pub  Birmingham Rd.  Sutton Coldfield ","Outside Litten Tree pub Birmingham Rd. Sutton Coldfield"
"385",2011,"Birmingham","Outside Moo Moo Club  Town Centre  Sutton Coldfield","Outside Moo Moo Club Town Centre Sutton Coldfield"
"386",2011,"Birmingham","Outside Moo Moo night club  South Parade","Outside Moo Moo night club South Parade"
"387",2011,"Birmingham","Outside Temple Parade  Lower Parade","Outside Temple Parade Lower Parade"
"388",2011,"Birmingham","Outside the Temple Bar  Lower Parade  SC","Outside the Temple Bar Lower Parade SC"
"389",2011,"Birmingham","PARADE   SUTTON COLDFIELD","PARADE  SUTTON COLDFIELD"
"390",2011,"Birmingham","parade SC",""
"391",2011,"Birmingham","parade sutton coldfield",""
"392",2011,"Birmingham","parade sutton coldfield","parade sutton coldfield"
"393",2011,"Birmingham","PARADE SUTTON COLDFIELD",""
"394",2011,"Birmingham","parade sutton town",""
"395",2011,"Birmingham","Parade  Sutton Coldfield","Parade Sutton Coldfield"
"396",2011,"Birmingham","Parade  Sutton Coldfield","Parade Sutton Coldfield"
"397",2011,"Birmingham","Parade  Sutton Town Centre","Parade Sutton Town Centre"
"398",2011,"Birmingham","Parkeston Crescent  Kinsgatnding  B ham","Parkeston Crescent Kinsgatnding Bham"
"399",2011,"Birmingham","PLANTS GROVE ERDINGTON",""
"400",2011,"Birmingham","Pype Hayes Rd.  Pype Hayes  B ham","Pype Hayes Rd. Pype Hayes Bham"
"401",2011,"Birmingham","Pype Hayes Rd.  Pype Hayes  B ham","Pype Hayes Rd. Pype Hayes Bham"
"402",2011,"Birmingham","Pype Hayes Rd.  Pype Hayes  B ham","Pype Hayes Rd. Pype Hayes Bham"
"403",2011,"Birmingham","queen street",""
"404",2011,"Birmingham","queen street","queen street"
"405",2011,"Birmingham","queen street","queen street"
"406",2011,"Birmingham","queen street","queen street"
"407",2011,"Birmingham","Queen St. Sutton Coldfield Town centre",""
"408",2011,"Birmingham","Queslett Rd. East",""
"409",2011,"Birmingham","REDACRE RD BOLDMERE",""
"410",2011,"Birmingham","RESERVOIR ROAD",""
"411",2011,"Birmingham","Ridgeway",""
"412",2011,"Birmingham","Slade Rd.  Erdington  B ham","Slade Rd. Erdington Bham"
"413",2011,"Birmingham","Slade Rd.  Erdington  B ham","Slade Rd. Erdington Bham"
"414",2011,"Birmingham","Soth parade  Sutton Coldfield","Soth parade Sutton Coldfield"
"415",2011,"Birmingham","Soth parade  Sutton Coldfield","Soth parade Sutton Coldfield"
"416",2011,"Birmingham","south parade",""
"417",2011,"Birmingham","SOUTH PARADE",""
"418",2011,"Birmingham","SOUTH PARADE","SOUTH PARADE"
"419",2011,"Birmingham","South Parade",""
"420",2011,"Birmingham","South Parade","South Parade"
"421",2011,"Birmingham","South Parade","South Parade"
"422",2011,"Birmingham","South Parade","South Parade"
"423",2011,"Birmingham","SOUTH PARADE","SOUTH PARADE"
"424",2011,"Birmingham","South Parade","South Parade"
"425",2011,"Birmingham","south parade","south parade"
